RowNumber,CustomerId,CreditScore,State,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2357,19610572,797,Ohio,Female,45,5,36722.39,1,0,1,0,0,4,GOLD,58
2358,19833115,495,Rhode Island,Female,34,10,75099.45,2,0,1,0,0,1,SILVER,50
2359,15088725,756,Tennessee,Female,29,10,359218.77,3,1,1,0,0,2,PLATINUM,570
2360,17153028,504,New Hampshire,Female,35,9,220144.76,4,0,1,0,0,1,SILVER,160
2361,15541989,473,New Hampshire,Male,42,3,75511.57,2,1,0,0,0,2,GOLD,987
2362,15171003,400,Kentucky,Male,36,8,176481.34,3,1,0,1,0,2,SILVER,353
2363,19979843,743,Indiana,Male,46,1,134724.31,3,0,1,0,0,5,SILVER,779
2364,19622739,822,Ohio,Male,32,3,19920.48,3,1,1,1,0,5,SILVER,927
2365,17314177,826,Arizona,Female,48,8,55740.04,2,1,0,0,0,3,GOLD,408
2366,19969576,647,Utah,Male,47,10,203696.89,3,0,0,0,1,4,GOLD,727
2367,16592584,591,Wisconsin,Male,45,8,17111.8,2,1,0,0,0,3,GOLD,643
2368,16221618,799,New Mexico,Female,42,6,0.0,1,0,0,1,0,4,SILVER,782
2369,18702675,624,Kansas,Male,32,8,150180.35,1,0,0,1,0,4,GOLD,271
2370,15248646,808,Massachusetts,Male,38,5,15232.88,2,1,1,0,0,1,PLATINUM,622
2371,19074505,427,Indiana,Female,25,7,0.0,3,1,1,0,0,3,GOLD,698
2372,19528794,517,Hawaii,Female,18,8,140048.1,3,1,0,0,0,3,PLATINUM,574
2373,18536705,736,California,Female,48,8,0.0,1,1,0,0,0,3,SILVER,731
2374,19902708,660,Kansas,Female,40,6,111973.23,1,1,1,1,0,1,GOLD,936
2375,17279961,702,North Dakota,Male,23,3,46125.27,1,1,1,0,0,5,SILVER,51
2376,16879839,826,South Dakota,Female,23,1,42887.01,1,1,0,0,0,3,DIAMOND,945
2377,15363424,708,Idaho,Female,30,5,0.0,1,0,1,0,0,2,GOLD,803
2378,16756407,755,Wisconsin,Male,64,9,58582.24,1,1,1,0,0,1,PLATINUM,110
2379,16638250,672,Alabama,Male,36,10,28788.92,1,1,0,0,0,5,GOLD,152
2380,16220803,520,Colorado,Female,41,5,0.0,1,1,1,0,0,1,GOLD,732
2381,15355992,573,Michigan,Male,25,5,90330.7,1,0,0,1,0,3,SILVER,364
2382,18509053,359,Ohio,Female,47,10,194447.24,2,0,0,0,0,1,GOLD,265
2383,16022023,355,Maine,Female,34,2,0.0,1,0,1,0,0,5,SILVER,276
2384,16777653,629,Idaho,Male,33,1,152376.47,1,1,0,0,0,5,DIAMOND,853
2385,19722143,774,South Dakota,Male,53,2,46916.75,3,1,1,1,0,1,GOLD,990
2386,16654886,715,Arizona,Male,36,10,55351.63,1,1,1,1,0,5,GOLD,44
2387,19997589,407,New Jersey,Female,33,0,38592.6,1,0,1,0,1,3,PLATINUM,994
2388,15290665,659,Arizona,Male,47,9,26156.75,1,0,0,0,1,5,GOLD,84
2389,16613464,736,Mississippi,Female,34,5,0.0,3,1,0,0,0,4,DIAMOND,370
2390,15356573,806,Georgia,Female,33,8,119346.01,1,1,1,0,0,2,PLATINUM,690
2391,16542843,791,California,Male,35,2,99877.73,1,0,0,0,0,2,PLATINUM,396
2392,18117642,441,New York,Male,38,7,0.0,1,1,1,0,0,4,PLATINUM,327
2393,15176090,468,Wisconsin,Male,46,8,0.0,3,1,1,1,0,2,GOLD,976
2394,18420684,504,Michigan,Male,52,4,176227.5,3,1,0,0,1,5,GOLD,205
2395,16968040,637,Massachusetts,Male,22,9,106412.98,2,0,1,1,0,1,GOLD,286
2396,16990934,732,South Dakota,Male,50,8,73432.93,2,1,1,0,0,5,GOLD,67
2397,15635697,444,Michigan,Male,37,3,135993.64,2,1,1,0,0,4,SILVER,594
2398,16861225,622,Idaho,Male,50,6,11808.94,2,1,0,0,1,2,SILVER,437
2399,15000938,768,Alaska,Male,56,4,104818.51,1,1,1,0,0,4,GOLD,312
2400,18317607,845,Minnesota,Female,39,0,54141.46,2,0,1,0,0,3,GOLD,512
2401,18275392,385,New Mexico,Female,42,2,0.0,1,1,1,0,0,4,SILVER,840
2402,15016905,837,Illinois,Female,32,7,72849.07,2,1,0,0,0,1,SILVER,558
2403,15657529,488,Rhode Island,Female,48,9,0.0,1,0,1,0,0,4,PLATINUM,673
2404,15664561,780,Maine,Female,43,4,0.0,1,1,0,0,0,1,DIAMOND,153
2405,15674614,757,Colorado,Male,43,9,0.0,1,0,0,0,0,5,GOLD,690
2406,17127968,672,Virginia,Female,28,3,0.0,1,1,1,0,0,5,SILVER,900
2407,18682405,557,Oregon,Female,55,5,176491.78,2,1,0,0,1,2,SILVER,350
2408,15664286,560,Rhode Island,Female,38,6,146437.3,1,1,1,0,0,3,SILVER,463
2409,19384116,741,North Carolina,Female,41,6,7007.74,1,1,1,0,0,5,GOLD,657
2410,17408012,572,Kentucky,Male,41,0,156266.49,2,1,0,0,0,3,SILVER,382
2411,15997771,838,Oregon,Male,44,10,142942.09,2,1,0,0,0,1,GOLD,839
2412,18564822,457,Pennsylvania,Female,38,2,256761.09,1,0,0,1,0,5,SILVER,610
2413,16082498,431,Rhode Island,Female,50,7,23422.57,2,1,0,1,0,1,SILVER,694
2414,19921628,781,Connecticut,Female,34,3,189979.85,2,0,0,0,1,5,SILVER,147
2415,18737181,752,New Mexico,Female,19,7,0.0,2,0,0,0,0,3,SILVER,216
2416,18784795,481,Oregon,Female,33,4,204039.89,1,1,0,1,0,1,GOLD,623
2417,17556137,758,Alabama,Male,49,3,112020.2,1,1,0,0,0,3,GOLD,166
2418,18169277,748,Kansas,Female,55,2,34704.16,2,0,0,1,0,4,SILVER,90
2419,19234681,654,Utah,Female,52,4,120103.54,1,1,0,0,1,2,SILVER,472
2420,15898974,696,New Mexico,Male,38,2,75680.39,1,1,1,0,0,2,GOLD,573
2421,15274778,616,Maine,Male,26,8,0.0,3,1,1,0,0,1,PLATINUM,543
2422,15124138,622,North Dakota,Male,35,1,108095.03,2,0,1,0,0,1,SILVER,632
2423,19236781,572,New York,Female,50,9,208547.72,1,0,0,0,0,2,SILVER,769
2424,19263289,407,Louisiana,Male,47,7,159146.62,3,1,1,0,0,4,GOLD,317
2425,19889442,365,Oregon,Female,26,1,31796.11,1,0,0,0,0,4,GOLD,830
2426,17619563,795,Maine,Male,38,1,219573.79,2,1,1,0,0,5,PLATINUM,970
2427,17259409,556,Arkansas,Female,44,1,312453.66,1,0,1,1,0,4,GOLD,439
2428,18381300,407,Virginia,Male,24,10,119964.56,2,1,0,0,0,3,SILVER,479
2429,17817083,650,Missouri,Female,28,4,41470.36,2,1,0,0,0,5,DIAMOND,3
2430,17733550,506,Illinois,Female,42,8,94155.02,1,1,0,0,1,2,DIAMOND,536
2431,19057241,487,Oklahoma,Male,32,5,110740.79,2,1,0,1,0,5,GOLD,510
2432,18030673,596,Oregon,Male,33,10,48134.26,1,1,1,1,0,2,DIAMOND,392
2433,18451006,411,Pennsylvania,Male,29,5,0.0,1,0,1,0,0,5,SILVER,903
2434,15810555,444,New York,Female,53,0,41708.87,1,1,1,0,0,2,PLATINUM,172
2435,19513509,675,Hawaii,Male,38,8,0.0,1,1,1,0,0,2,SILVER,626
2436,15906122,661,Louisiana,Male,44,10,24084.61,1,1,1,0,0,3,GOLD,324
2437,16956733,423,South Dakota,Female,48,2,122416.37,3,0,1,0,1,4,GOLD,929
2438,19499546,436,Arkansas,Female,45,5,0.0,1,1,0,0,0,4,PLATINUM,745
2439,18250318,499,Minnesota,Female,45,1,27422.02,1,1,0,1,0,5,SILVER,530
2440,18690552,595,Alaska,Male,34,10,0.0,1,0,0,0,0,1,GOLD,610
2441,15674996,828,Connecticut,Female,35,8,0.0,3,1,0,1,0,3,SILVER,576
2442,17428596,424,Georgia,Female,40,9,120900.81,1,1,0,0,1,5,GOLD,954
2443,18209378,789,Illinois,Female,39,6,0.0,2,1,1,0,0,4,PLATINUM,836
2444,17484031,431,Connecticut,Male,49,8,112747.47,3,0,1,0,0,5,PLATINUM,846
2445,18009572,783,New York,Female,46,1,95221.88,2,1,0,0,0,2,SILVER,570
2446,19384031,603,Minnesota,Male,18,9,38994.79,2,1,0,0,0,4,GOLD,68
2447,16688520,617,Illinois,Female,37,1,46187.55,1,1,0,0,0,2,GOLD,726
2448,15582571,363,South Dakota,Female,43,4,25844.23,3,0,1,0,0,5,SILVER,366
2449,18188146,735,Vermont,Male,27,3,91141.02,1,1,0,0,0,4,PLATINUM,346
2450,15931721,738,Rhode Island,Female,37,1,301069.01,1,0,0,0,0,4,PLATINUM,818
2451,17057509,553,Rhode Island,Male,33,1,80891.63,1,1,1,0,0,4,GOLD,69
2452,16503643,633,Arizona,Male,36,10,0.0,1,1,0,1,0,3,DIAMOND,201
2453,15416302,389,Mississippi,Female,29,10,83854.46,1,0,1,0,0,5,GOLD,192
2454,17027618,833,Missouri,Female,44,9,109090.02,2,1,0,0,1,5,PLATINUM,560
2455,15025129,760,Massachusetts,Female,46,8,0.0,3,1,0,0,0,1,GOLD,609
2456,16683204,730,New Hampshire,Male,50,5,41135.95,4,1,1,0,0,3,PLATINUM,957
2457,19642281,791,Minnesota,Male,33,1,65352.14,1,1,1,0,1,3,DIAMOND,699
2458,15768214,498,Maine,Male,39,4,75217.09,2,1,1,0,0,1,GOLD,97
2459,15122023,655,New York,Male,44,0,29460.15,2,1,1,0,1,2,DIAMOND,419
2460,18832622,474,Kentucky,Male,49,2,23640.55,4,0,1,0,0,4,GOLD,61
2461,17045487,397,Virginia,Male,53,5,65182.3,3,1,0,1,0,1,PLATINUM,573
2462,15214520,595,North Carolina,Male,38,2,144034.09,1,1,0,0,0,1,DIAMOND,183
2463,18817410,424,Louisiana,Female,43,7,126520.09,1,1,0,0,1,3,SILVER,462
2464,19471210,482,Mississippi,Male,27,1,0.0,3,1,0,1,0,5,SILVER,150
2465,17515874,476,Oklahoma,Male,41,9,62272.74,3,1,1,0,0,5,GOLD,179
2466,18392738,549,Minnesota,Male,40,1,129878.5,3,0,0,0,0,4,SILVER,67
2467,15630061,599,North Carolina,Male,49,10,249204.47,1,1,1,1,0,2,PLATINUM,113
2468,18195314,446,Massachusetts,Female,25,4,57944.88,2,1,0,0,0,1,GOLD,436
2469,16070571,537,Kansas,Male,62,4,133217.68,2,1,1,0,0,3,GOLD,746
2470,18559335,772,Louisiana,Male,43,0,58101.67,1,1,0,0,0,3,GOLD,736
2471,18539697,605,Arizona,Female,44,0,75799.16,2,0,1,0,0,1,PLATINUM,873
2472,16224116,394,Maryland,Male,30,3,89142.75,1,1,0,0,0,5,GOLD,387
2473,16824655,428,Minnesota,Male,47,5,0.0,1,1,1,0,0,1,GOLD,644
2474,19639866,632,New Jersey,Female,55,5,94426.03,3,1,0,0,1,4,SILVER,137
2475,17664905,698,Alaska,Male,35,4,0.0,1,1,0,0,0,1,SILVER,684
2476,19477131,600,Rhode Island,Male,37,3,35808.17,3,1,1,0,0,1,GOLD,956
2477,16968406,378,Massachusetts,Male,36,2,41548.77,1,1,0,0,0,4,GOLD,934
2478,18847601,441,Virginia,Female,46,2,84360.56,1,1,1,0,0,5,GOLD,627
2479,19642168,757,Maryland,Female,53,10,142249.53,1,0,0,0,0,3,GOLD,569
2480,15160225,828,Nevada,Male,43,4,0.0,2,0,1,0,0,4,SILVER,672
2481,19155301,506,South Dakota,Female,39,6,30147.87,1,1,0,0,0,4,GOLD,716
2482,16862598,568,Delaware,Female,51,7,0.0,1,0,1,0,0,2,SILVER,802
2483,16268682,392,Utah,Male,56,3,49977.33,4,0,0,0,0,5,GOLD,316
2484,16529882,690,Missouri,Male,44,6,28013.6,3,1,1,0,0,5,SILVER,124
2485,16610879,686,Texas,Male,37,7,5042.54,2,1,0,0,1,3,GOLD,270
2486,15247798,489,Vermont,Male,33,8,13063.03,3,0,0,1,0,3,PLATINUM,401
2487,18574995,801,Washington,Female,44,8,0.0,2,1,0,1,0,5,PLATINUM,48
2488,18431217,396,Maine,Male,44,2,291907.78,1,1,0,0,0,4,GOLD,842
2489,15999157,599,Alabama,Female,46,5,0.0,3,0,0,0,0,3,GOLD,232
2490,15120020,832,New Jersey,Female,39,6,113772.01,2,1,0,0,0,4,PLATINUM,836
2491,19314619,628,Vermont,Female,29,8,145596.75,1,0,0,1,0,5,SILVER,696
2492,16552904,615,Hawaii,Male,38,3,38428.2,1,1,1,0,0,2,GOLD,265
2493,19751946,384,Maryland,Male,37,3,12619.78,1,1,1,0,1,1,DIAMOND,153
2494,15958073,814,Florida,Female,23,10,0.0,2,1,1,0,1,5,GOLD,622
2495,19767461,650,Colorado,Female,57,3,0.0,1,1,1,0,0,1,GOLD,195
2496,16581635,814,Washington,Male,43,10,14382.46,1,0,0,0,0,4,GOLD,525
2497,19708354,498,Texas,Female,48,5,176472.16,2,0,0,1,0,2,SILVER,213
2498,19661252,566,Texas,Female,63,2,70830.8,1,0,1,1,0,1,SILVER,64
2499,19596742,606,Minnesota,Male,37,10,145173.42,1,1,0,0,0,5,GOLD,768
2500,18960052,619,California,Male,37,10,7476.79,2,1,1,0,1,3,SILVER,944
2501,15801561,704,Ohio,Female,18,6,40427.63,1,1,1,0,0,1,SILVER,5
2502,17149276,354,Connecticut,Female,54,3,62351.93,2,1,0,0,0,4,GOLD,605
2503,18644849,488,Tennessee,Female,36,10,166153.94,1,1,1,0,1,5,PLATINUM,356
2504,17029345,716,Michigan,Female,59,3,77230.42,2,0,0,0,0,2,PLATINUM,609
2505,19977493,377,Arkansas,Female,43,6,147988.34,2,0,1,1,0,1,GOLD,647
2506,19636880,457,Wisconsin,Female,54,4,176428.61,1,1,0,0,0,2,GOLD,455
2507,18264897,594,New Jersey,Female,46,1,58767.22,1,0,1,1,0,5,PLATINUM,182
2508,16120348,400,Missouri,Male,49,8,0.0,2,0,0,0,0,1,PLATINUM,447
2509,18979043,826,Massachusetts,Female,18,1,217312.78,2,1,1,1,0,3,PLATINUM,204
2510,17738993,651,Connecticut,Male,20,3,128498.06,4,1,0,0,1,5,GOLD,644
2511,18684407,421,Connecticut,Female,38,7,164630.4,2,1,1,1,0,1,GOLD,513
2512,16248316,447,Alabama,Male,35,4,186292.19,1,1,1,1,0,2,SILVER,420
2513,18840222,492,Wyoming,Male,33,4,109179.65,3,0,0,0,1,1,GOLD,42
2514,15730286,557,Arkansas,Female,39,8,37241.62,3,0,0,1,0,2,GOLD,522
2515,16663035,820,Massachusetts,Female,50,1,46167.68,1,1,0,1,0,1,GOLD,437
2516,19695281,846,West Virginia,Female,39,8,0.0,1,1,1,0,0,1,PLATINUM,707
2517,19661006,538,Louisiana,Male,36,7,112461.03,2,0,0,0,0,1,GOLD,341
2518,18884905,522,Montana,Male,31,10,31051.42,2,1,1,0,0,1,GOLD,730
2519,16975753,796,Massachusetts,Male,33,9,0.0,4,1,0,0,0,2,GOLD,231
2520,18064183,379,Illinois,Female,43,9,0.0,1,0,0,0,0,3,PLATINUM,644
2521,17637136,556,Iowa,Male,33,9,0.0,2,1,0,0,0,2,GOLD,304
2522,16567901,414,Rhode Island,Male,37,0,83141.87,3,1,0,1,0,5,GOLD,680
2523,19023236,593,Vermont,Male,25,5,0.0,2,1,0,0,0,2,GOLD,703
2524,15124297,561,Mississippi,Female,24,9,44064.31,2,1,0,0,0,3,PLATINUM,364
2525,16618443,528,Indiana,Male,21,2,0.0,2,0,1,0,1,3,GOLD,917
2526,17826829,678,New Hampshire,Male,38,1,78897.79,1,0,1,0,0,3,GOLD,406
2527,18832331,363,Idaho,Male,33,4,53504.13,1,1,0,0,0,1,PLATINUM,162
2528,15676532,572,Illinois,Male,30,6,0.0,2,1,1,0,1,4,GOLD,478
2529,18550496,668,Arizona,Male,46,2,164109.19,3,0,0,0,1,1,SILVER,499
2530,15583005,821,Texas,Female,55,3,70922.3,1,1,1,0,0,5,GOLD,379
2531,17192036,368,Indiana,Male,54,8,55443.0,1,1,0,1,0,4,GOLD,640
2532,19199334,392,Montana,Male,43,10,71194.28,1,1,0,0,1,1,GOLD,516
2533,15521412,818,Ohio,Male,30,9,39588.89,1,1,1,0,0,3,PLATINUM,297
2534,16880677,794,Montana,Female,58,8,0.0,1,0,1,0,0,4,SILVER,301
2535,19646168,485,Montana,Male,57,7,132091.93,1,0,1,0,0,4,PLATINUM,773
2536,15574829,805,Florida,Female,18,9,54147.91,2,1,0,0,1,2,GOLD,787
2537,15878657,501,Michigan,Female,37,10,67126.6,2,1,0,0,0,4,SILVER,60
2538,18614724,611,New York,Female,38,9,0.0,3,1,0,0,0,2,DIAMOND,571
2539,17966502,669,Arizona,Female,39,5,0.0,2,1,0,1,0,5,SILVER,384
2540,18645885,671,New Jersey,Male,58,6,191164.13,4,0,0,0,0,1,GOLD,665
2541,15122098,605,New York,Female,40,10,0.0,2,1,1,0,0,3,GOLD,590
2542,18771611,468,Vermont,Female,44,8,8601.75,1,1,1,0,0,4,PLATINUM,960
2543,16984065,823,New Jersey,Female,28,1,36590.04,1,1,0,1,1,4,SILVER,426
2544,16943813,591,Mississippi,Female,33,8,99992.19,1,1,1,0,0,1,SILVER,433
2545,18319400,751,South Dakota,Female,48,7,43972.37,2,1,1,0,1,2,GOLD,598
2546,17019798,386,Utah,Male,34,10,184928.22,2,1,1,0,0,4,GOLD,421
2547,17022073,602,Iowa,Female,43,9,42249.21,1,0,0,0,0,3,DIAMOND,681
2548,16449584,682,Wisconsin,Female,50,1,60417.14,1,0,1,1,0,1,GOLD,69
2549,19481164,797,Vermont,Male,34,6,0.0,1,1,0,1,0,2,GOLD,515
2550,16400015,422,Indiana,Male,57,10,0.0,2,0,0,0,0,5,GOLD,618
2551,19774469,428,Nebraska,Female,39,6,0.0,1,0,0,0,0,2,GOLD,216
2552,17992660,647,Maine,Male,47,9,0.0,2,0,1,0,0,4,SILVER,14
2553,15101015,780,Virginia,Female,22,1,247992.65,1,1,0,0,0,3,GOLD,35
2554,16991857,506,Delaware,Female,33,10,23686.5,1,1,0,0,0,2,PLATINUM,743
2555,17315927,802,Arkansas,Female,40,4,0.0,4,1,1,0,0,1,GOLD,605
2556,15792958,723,Connecticut,Female,27,4,129807.24,2,1,1,0,0,4,PLATINUM,617
2557,16649691,432,Idaho,Female,36,4,139800.78,1,1,0,0,0,3,SILVER,372
2558,18927196,585,California,Male,40,1,70260.49,1,1,0,1,0,5,PLATINUM,52
2559,17218190,589,Illinois,Female,34,10,55842.08,2,0,0,0,0,2,PLATINUM,302
2560,19909969,465,Tennessee,Male,28,7,17286.94,2,1,0,0,0,4,GOLD,536
2561,17153711,817,Michigan,Female,38,7,43539.72,1,0,1,0,0,3,GOLD,496
2562,18245612,753,New York,Male,49,8,52642.64,2,1,0,0,1,4,PLATINUM,582
2563,16020574,559,Kansas,Female,45,5,33931.0,2,1,1,0,1,5,GOLD,745
2564,18653501,775,Maryland,Male,29,2,140430.41,1,1,1,0,0,2,GOLD,946
2565,19418333,711,Arkansas,Female,41,3,96659.54,3,1,0,0,1,2,PLATINUM,868
2566,15318204,526,New York,Male,56,1,0.0,1,0,1,0,0,5,PLATINUM,577
2567,15312939,467,Ohio,Male,37,8,93765.33,2,1,0,0,0,1,SILVER,472
2568,18904381,419,Colorado,Female,39,10,42709.87,3,1,1,1,0,5,GOLD,619
2569,18828392,548,Vermont,Female,40,6,124992.63,4,1,1,1,0,5,GOLD,610
2570,18765721,790,Nebraska,Male,36,10,0.0,2,1,1,1,0,3,PLATINUM,772
2571,17929966,483,Georgia,Female,26,8,209015.97,2,0,1,0,0,1,GOLD,188
2572,15525838,637,Kentucky,Male,34,8,29489.92,3,1,1,0,0,4,DIAMOND,692
2573,18835691,770,Maine,Female,46,4,0.0,1,1,1,1,0,3,DIAMOND,866
2574,17501680,385,California,Male,36,6,181699.64,1,1,1,0,0,5,GOLD,424
2575,18043636,658,Indiana,Female,30,4,106537.5,1,1,0,0,0,2,SILVER,584
2576,17640450,563,Maine,Male,52,0,159233.11,4,1,0,0,0,2,PLATINUM,169
2577,15264587,463,South Dakota,Male,53,3,67361.34,1,1,0,0,0,1,GOLD,897
2578,16747031,644,Mississippi,Male,33,4,396306.89,3,0,0,0,0,3,PLATINUM,274
2579,18355343,689,Iowa,Male,28,7,40331.27,1,0,1,0,0,4,GOLD,361
2580,18079457,732,New York,Male,39,6,0.0,1,1,0,0,0,5,SILVER,260
2581,17610494,704,South Dakota,Male,31,1,116027.57,2,1,1,1,0,5,GOLD,656
2582,19546317,391,Alaska,Female,25,5,47291.16,1,0,1,1,0,5,GOLD,878
2583,19010381,685,New York,Female,22,7,141204.78,3,1,0,1,0,4,GOLD,369
2584,15599766,656,Vermont,Male,40,10,220392.01,2,1,0,0,0,2,PLATINUM,486
2585,19381950,575,Connecticut,Female,46,0,110756.41,1,1,1,1,1,5,GOLD,615
2586,15824409,568,New Hampshire,Male,33,4,0.0,1,1,0,0,0,2,PLATINUM,287
2587,16131289,674,Texas,Male,46,8,0.0,1,0,1,0,0,2,GOLD,767
2588,18615671,829,Alabama,Male,20,1,48424.84,1,1,0,1,0,3,GOLD,752
2589,15176956,519,Kentucky,Male,43,6,53490.31,1,1,0,0,0,5,GOLD,933
2590,16348986,815,New York,Male,44,9,88544.47,1,1,1,0,0,2,SILVER,802
2591,17773797,413,Iowa,Female,40,0,58837.23,1,1,1,0,0,2,PLATINUM,938
2592,19447280,711,Maine,Male,36,2,84111.96,2,0,0,0,0,1,SILVER,489
2593,17549373,575,Idaho,Female,22,2,21910.04,1,1,0,0,1,3,DIAMOND,815
2594,19949049,800,Ohio,Male,31,10,171773.39,1,1,1,1,1,4,SILVER,990
2595,15287594,452,Nebraska,Male,41,3,2729.48,4,1,0,1,0,5,GOLD,756
2596,19902995,552,Colorado,Male,25,1,177535.95,1,0,0,0,0,3,SILVER,111
2597,17117564,504,Arkansas,Female,39,0,65672.98,3,1,1,0,1,3,SILVER,260
2598,15435890,670,Iowa,Male,41,0,170610.17,1,0,1,0,0,2,SILVER,218
2599,16069003,848,Texas,Male,47,7,116549.8,2,1,0,0,0,2,GOLD,175
2600,16444589,728,Florida,Male,40,5,66393.08,1,0,0,0,0,5,PLATINUM,586
2601,18731382,459,Kansas,Female,28,2,171543.25,1,0,0,0,0,5,PLATINUM,824
2602,19890587,479,Minnesota,Female,39,2,0.0,2,1,1,0,0,4,SILVER,421
2603,17098612,366,Alaska,Female,37,7,38481.7,2,0,1,1,0,5,GOLD,345
2604,15673267,362,Colorado,Female,27,3,84415.22,1,1,0,0,1,1,SILVER,553
2605,18772659,727,Colorado,Male,52,3,144979.73,1,0,0,0,0,4,SILVER,920
2606,16689393,808,Nevada,Male,52,3,22417.0,1,1,0,0,0,1,SILVER,536
2607,19146668,733,Virginia,Female,36,10,47165.57,1,1,0,0,0,3,GOLD,92
2608,16527866,625,Missouri,Female,44,4,176950.91,2,1,0,0,1,4,SILVER,587
2609,18842465,378,Colorado,Female,34,0,83093.75,3,1,1,0,1,2,SILVER,463
2610,18029098,650,Arkansas,Male,25,2,0.0,4,1,0,0,1,5,PLATINUM,381
2611,15036123,445,Rhode Island,Female,43,8,102282.06,2,0,1,0,0,1,SILVER,448
2612,17467136,601,Alabama,Male,49,4,0.0,1,1,1,0,0,4,SILVER,947
2613,15732082,391,Pennsylvania,Male,42,7,19801.81,4,1,1,0,0,5,SILVER,156
2614,15961760,498,Nebraska,Male,38,3,48991.19,2,1,1,0,0,5,SILVER,346
2615,16410528,535,New York,Female,44,0,149760.75,1,1,1,0,0,1,GOLD,881
2616,15379148,814,Ohio,Male,32,9,38566.32,1,0,0,0,0,3,GOLD,152
2617,17772257,470,South Dakota,Female,44,10,113231.14,1,1,1,0,0,1,PLATINUM,925
2618,16718245,447,Idaho,Female,25,8,0.0,1,1,1,1,0,4,SILVER,69
2619,16356688,689,South Dakota,Female,38,10,0.0,3,0,0,1,0,3,SILVER,111
2620,16233323,730,South Dakota,Male,57,9,86903.81,2,1,1,0,0,1,GOLD,455
2621,18667902,737,Ohio,Female,38,8,155840.35,1,1,1,0,0,3,SILVER,915
2622,17441861,361,Kentucky,Female,47,0,179502.9,2,1,1,0,0,2,SILVER,889
2623,19187815,423,Texas,Female,38,8,24814.9,1,1,0,0,0,2,SILVER,85
2624,17081083,509,Alabama,Male,44,0,0.0,3,1,0,0,0,4,PLATINUM,545
2625,19633006,418,Maine,Female,31,10,13999.43,1,1,1,1,0,3,PLATINUM,493
2626,18488113,393,Washington,Female,42,4,102673.39,1,1,1,0,0,1,GOLD,971
2627,17709467,485,New Jersey,Female,44,7,25224.09,1,1,0,0,1,5,SILVER,160
2628,19258582,616,Indiana,Female,53,5,127953.73,3,1,1,0,0,1,DIAMOND,327
2629,19081071,782,Oregon,Male,52,4,273569.22,2,1,0,0,0,4,SILVER,750
2630,15933843,475,Pennsylvania,Female,29,6,156936.61,1,1,1,0,0,3,SILVER,37
2631,18660376,839,Oklahoma,Female,38,2,369329.88,2,1,0,0,1,2,PLATINUM,430
2632,16272003,636,Illinois,Female,38,0,105614.56,1,1,1,0,0,1,PLATINUM,914
2633,18998339,467,Kansas,Female,42,7,67356.75,1,1,0,1,0,3,SILVER,14
2634,16439315,772,Missouri,Male,31,0,11893.49,1,1,0,1,0,1,PLATINUM,891
2635,19844227,625,Iowa,Female,23,8,149071.88,2,1,0,0,0,2,GOLD,785
2636,19635196,360,Tennessee,Female,52,5,1266.41,1,0,1,0,0,3,GOLD,348
2637,19462095,699,New Jersey,Female,49,3,74461.94,2,1,1,0,1,2,SILVER,142
2638,17114093,843,Illinois,Female,47,7,107919.86,1,0,0,0,0,5,GOLD,565
2639,16802990,723,New Mexico,Female,47,1,122149.12,1,1,0,0,1,4,DIAMOND,293
2640,19305957,381,Massachusetts,Male,51,4,98133.05,1,1,0,0,0,3,DIAMOND,658
2641,19607970,577,Texas,Female,44,4,109779.78,2,0,0,1,0,3,SILVER,745
2642,15257419,754,Ohio,Female,42,5,55756.71,1,0,0,0,0,1,SILVER,907
2643,18111703,712,Delaware,Female,42,9,0.0,1,1,1,0,0,3,SILVER,88
2644,17070781,404,Tennessee,Female,38,2,198810.62,1,1,0,0,0,1,GOLD,667
2645,17766004,395,New York,Male,18,9,25608.09,1,0,1,0,0,5,SILVER,522
2646,15223571,515,Hawaii,Male,46,1,93109.37,2,1,1,1,0,3,SILVER,814
2647,15041569,391,South Dakota,Male,32,10,0.0,1,1,0,1,0,3,GOLD,915
2648,15100140,574,South Dakota,Male,37,6,0.0,2,1,0,0,0,1,PLATINUM,878
2649,18720798,707,Massachusetts,Male,45,9,137734.56,3,1,1,0,0,3,SILVER,655
2650,15617209,444,Pennsylvania,Male,27,10,81844.15,1,1,0,0,0,5,GOLD,806
2651,17859442,418,Texas,Male,48,5,96611.52,1,0,1,0,1,2,GOLD,382
2652,17019856,395,New Mexico,Female,29,8,165964.96,4,0,1,0,0,4,SILVER,858
2653,17604125,472,Minnesota,Female,39,10,64612.54,4,1,1,0,0,1,PLATINUM,114
2654,17426952,805,Wyoming,Male,51,9,7521.52,1,1,1,1,1,5,SILVER,408
2655,18874726,754,Connecticut,Female,45,2,60183.7,1,0,1,0,0,4,GOLD,226
2656,17332649,679,North Dakota,Male,45,5,63632.83,1,1,0,0,0,4,SILVER,869
2657,19738409,659,Florida,Male,45,5,91710.24,1,0,0,0,0,2,GOLD,431
2658,17751004,522,Washington,Female,39,7,28920.56,1,0,0,0,0,1,GOLD,862
2659,16427793,507,Utah,Female,40,6,0.0,3,1,0,1,0,5,PLATINUM,585
2660,19271491,574,Kentucky,Male,35,9,75307.17,3,1,1,0,0,4,GOLD,484
